index,aid,code,source,target,eventtext,sentence,sentence_id
1385,24037789,010,Hussein <MAJOR> <HUSSEIN>.,insurgents ... the <INSURGENTS> [*2*REB].,.,Major Hussein said the insurgents were mostly foreign Arabs and that a Filipino and an Algerian were among the dead ..,29
1386,24037789,010,Hussein <MAJOR> <HUSSEIN>.,Filipino [PHL].,.,Major Hussein said the insurgents were mostly foreign Arabs and that a Filipino and an Algerian were among the dead ..,29
1387,24037789,010,Hussein <MAJOR> <HUSSEIN>.,Algerian [DZA].,.,Major Hussein said the insurgents were mostly foreign Arabs and that a Filipino and an Algerian were among the dead ..,29
1388,22366419,120,.,critics ... shrieks.,.,He stalls until his critics ' shrieks reach a peak and begin to ebb ..,5
1389,22366419,040,The candidate.,Duisburg ... a ... Social Democratic industrial town.,came to.,"The candidate , who is the Governor of Bavaria , came to Duisburg , a heavily Social Democratic industrial town at the edge of the Rhine and Ruhr Valleys , early on a Wednesday night ..",11
1390,22366419,150,Policemen <POLICEMEN> ... some [*2*COP].,the no-man ... area  in  between.,patrolled.,"Policemen , some with dogs , patrolled the no-man 's area in between ..",15
1391,22366419,190,The precautions.,police ... the <POLICE> <YOUNG> <LEFTISTS> [*3*COP].,followed fighting between.,The precautions followed fighting between the police and young leftists at a Strauss rally in Hamburg earlier in the month ..,16
1392,22366419,010,Some political observers.,the searing noise.,view.,Some political observers view the searing noise that Mr. Strauss encounters at every campaign stop as an outgrowth of the critical treatment that his candidacy has received in large segments of the West German press ..,17
1393,22366419,040,A Hitler Youth Cowboy.,Mr. Schmidt.,leaves.,` A Hitler Youth Cowboy ' He leaves Mr. Schmidt largely alone ..,22
1394,22366419,010,The roughest.,Chancellor <THE> <CHANCELLOR> [*2*GOV].,.,The roughest he gets is to remark that the Chancellor is a better actor than a politician ..,23
1395,22366419,010,.,the peace.,.,"He says that the peace they want is `` the Pax Sovietica on the model of Afghanistan , the peace of cemeteries and Soviet tank tracks . ''.",34
1396,22695844,190,The group.,.,has attacked.,"The group , underlining a division in black ranks over the visit of the Massachusetts Democrat , has attacked it as an effort to secure `` a ticket to the Presidency '' of the United States ..",2
1397,22695844,040,Some whites.,demonstrators ... the <DEMONSTRATORS> <CHANTS> [*2*OPP].,joined.,"Some whites joined in the demonstrators ' chants , apparently spontaneously , but they were not detained ..",4
1398,22695844,010,Bishop <BISHOP> Tutu [*3*CHR].,a ... brief appearance.,said.,"`` We want you to visit the ghettoes in which we live , '' Bishop Tutu said during a brief appearance before reporters and television crews ..",8
1399,22695844,030,spokesman <EARLIER> <TODAY> <IMRANN> <MOOSA> ... A <SPOKESMAN> [*2*MED].,action.,said ... will.,"Earlier today , Imrann Moosa , a spokesman for the Azanian People 's Organization , said  `` There will be action taken against Kennedy ..",13
1400,22695844,010,People ... the <AZANIAN> <PEOPLE> <ORGANIZATION> [*1*PPL].,a ... statement.,issued ... statement.,"On Thursday , the Azanian People 's Organization issued a statement saying Senator Kennedy `` must be informed that the oppressed blacks of Azania are not his ticket to the Presidency and that our enemy includes the imperialists of the United States . ''.",17
1401,22695844,020,The Afrikaans language.,an ... editorial.,suggested.,"The Afrikaans language daily , Beeld , regarded as close to the ruling National Party , suggested in an editorial that Mr. Kennedy 's visit was designed to win black votes in the 1988 election ..",24
1402,22695844,030,Bishop <BISHOP> Tutu ... Dr. Boesak [*1*CHR].,both patrons.,seek.,Bishop Tutu and Dr. Boesak are both patrons of the organization but seek to bridge the divide in black opposition politics ..,27
1403,22695844,030,The Constitution.,a limited parliamentary voice.,offers.,"The Constitution offers a limited parliamentary voice in a segregated chamber to people of Indian and mixed racial descent , but ignores the black majority ..",28
1404,22695844,010,stay.,the harshness ... own identification.,is ... highlight.,"His stay here , along with a subsequent visit to Lusaka , Zambia , is evidently designed to highlight both the harshness of the apartheid system and his own identification with those opposing it ..",30
1405,22695844,042,.,several areas.,visit.,He is to visit several areas where black people have been relocated against their will ..,31
1406,22695844,040,.,Winnie Mandela ... wife.,plans ... meet.,"He also plans to meet Winnie Mandela , wife of Nelson Mandela , the imprisoned black nationalist leader ..",32
1407,22695844,036,Senator <SENATOR> Kennedy [*1*LEG].,the first visit.,making ... visit.,"Senator Kennedy is making the first visit by a member of his family to South Africa since his brother , Robert F. Kennedy , came here in 1966 ..",33
1408,22695844,08,people <BLACK> <PEOPLE> ... many ... candles [*1*PPL].,the streets.,filled.,"About 500 black people , many holding candles aloft , filled the streets , breaking into the anthems of opponents of apartheid ..",35
1409,22695844,060,.,hearts.,can ... give.,"`` We can not give you the freedom of Soweto , '' Bishop Tutu told him , `` but we can give you our hearts . ''.",36
1410,22695844,121,.,the freedom.,can.,"`` We can not give you the freedom of Soweto , '' Bishop Tutu told him , `` but we can give you our hearts . ''.",36
1411,22444089,041,.,a ... strike Friday.,will call.,They will call a strike Friday if the Government does not relax its rules ..,6
1412,22444089,110,the ... leaders.,Trust.,<*1*> ... expressed by <*2*>.,Trust in the Reagan Administration was expressed by the leaders of France and West Germany as they completed a two-day meeting in Paris ..,8
1413,22444089,013,President ... Chancellor Helmut Schmidt [DEUGOV].,readiness.,<and> ... expressed readiness.,"In a joint declaration , President Valery Giscard dEstaing and Chancellor Helmut Schmidt expressed readiness to cooperate with the Administration in meeting the dangers of a deteriorating international climate and warned against intervention in Poland ..",9
1414,22444089,130,President ... Chancellor Helmut Schmidt [DEUGOV].,intervention.,<and> ... warned.,"In a joint declaration , President Valery Giscard dEstaing and Chancellor Helmut Schmidt expressed readiness to cooperate with the Administration in meeting the dangers of a deteriorating international climate and warned against intervention in Poland ..",9
1415,22444089,030,Ian Paisley ... other Protestants.,a ... fight.,pledged.,Ian Paisley and other Protestants in Northern Ireland pledged a `` fight to the death '' against reunification with the Irish Republic ..,11
1416,22444089,060,National Employment.,last month.,increased.,"National Employment increased last month , keeping the jobless rate at 7.4 percent , unchanged from December , according to the Labor Department 's monthly labor survey , which indicated that the economy was surprisingly strong despite continued very high interest rates ..",16
1417,22444089,030,supporters ... Reagan <SUPPORTERS> [*1*CVL].,a ... campaign.,plan.,Reagan supporters plan a campaign to put public pressure on Congress to approve Mr. Reagan 's economic recovery program ..,18
1418,22444089,173,the beating deaths.,blacks <YOUNG> <BLACKS> [*1*CVL].,<*1*CVL> ... convicted in <USA> ... in <*3*>.,Three young blacks were convicted in Miami of murder in the beating deaths of three white motorists who were driving through Liberty City during last May 's race riots in Miami ..,26
1419,22444089,08,states.,Some degree.,<*2*> ... permitted in <*3*>.,"Some degree of television coverage was permitted in 27 states before the Supreme Court decision , 21 allowing television coverage of criminal trials ..",32
1420,22444089,020,psychiatrists <PSYCHIATRISTS> [*1*HLH].,Mrs. Harris.,.,"Two psychiatrists suggested that Mrs. Harris was exhibiting symptoms of drug withdrawal at the time she drove to Purchase , N.Y. , and shot Dr. Herman Tarnower in what she has insisted was an accident ..",42
1421,22444089,128,A witness.,an order.,has ignored ... order.,A witness has ignored an order to testify before a grand jury in New Jersey investigating alleged organized crime involvement and official corruption in toxic-waste dumping ..,44
1422,22444089,030,Monday.,a ... day.,will.,"Monday will be a day of mourning throughout Connecticut for former Gov. Ella T. Grasso , who died Thursday of cancer ..",47
1423,22444089,032,The public.,noon.,will ... admitted at <*2*>.,The public will be admitted at noon tomorrow to Mrs. Grasso 's bier in the State Capitol in Hartford ..,49
1424,23976893,180,suicide bombers <SUICIDE> <BOMBERS> [*1*REB].,Sunday.,<and> ... wounded.,"Two suicide bombers killed at least 56 people and wounded at least 200 here on Sunday during Muslim holiday celebrations inside the separate headquarters of Iraq 's two leading Kurdish political parties , officials said ..",0
1425,23976893,190,The blasts.,The ... calm ... a part.,shattered.,"The blasts shattered the calm of the north , a part of the country that had been relatively stable under the American occupation ..",1
1426,23976893,183,bombers ... the <BOMBERS> [*1*MIL].,several top Kurdish leaders.,<and> <&WEAPON> ... killed.,"The bombers killed several top Kurdish leaders and wounded other senior officials in the explosions , which came 10 minutes apart and constituted the worst attack in Iraq since late August , when a car bomb killed more than 80 people outside a Shiite shrine in the southern city of Najaf ..",2
1427,23976893,180,bombers ... the <BOMBERS> [*1*MIL].,other senior officials.,<and> ... wounded.,"The bombers killed several top Kurdish leaders and wounded other senior officials in the explosions , which came 10 minutes apart and constituted the worst attack in Iraq since late August , when a car bomb killed more than 80 people outside a Shiite shrine in the southern city of Najaf ..",2
1428,23976893,030,American military officials [USAMIL].,an ... increase.,have said ... expected.,"American military officials have said they expected an increase of violence during the four-day holiday , but there was little preparation for the possibility that suicide bombers strapped with explosives would walk virtually unnoticed into celebrations here ..",5
1429,23976893,010,Some officials.,the attacks.,.,"Some officials said the attacks bore the signatures of foreign fighters or Ansar al-Islam , a mostly Kurdish terrorist group that American officials suspect has ties to Al Qaeda ..",6
