v1,id_string,story_date,year,month,day,source,source_root,source_agent,source_others,target,target_root,target_agent,target_others,code,root_code,quad_class,goldstein,joined_issues,lat,lon,placename,statename,countryname,documentcountryname,ids,urls,sources,text,web_url,aid
415,3586869_v0.0.0,19880320,1988,03,20,---REB,,REB,,SLVGOV,SLV,GOV,,181,18,4,-9.0,,13.71667,-88.93333,Cojutepeque,,SLV,,5e42d9d9367baed034345580_11,---,NYT,The rebels also kidnapped the mayors of the town of Cojutepeque in Santa Ana dapartment and the town of San Miguel de Mercedes in Chalatenango department .,---,22930509
416,3586870_v0.0.0,20021201,2002,12,01,ISR,ISR,,,SAU,SAU,,,020,02,0,3.0,"TERROR,1",35.0,38.0,Syrian Arab Republic,,SYR,,5e42d9d9367baed0343455c6_39,---,NYT,"Israel 's security establishment is betting that if Mr. Hussein falls from power , Syria , Iran and Saudi Arabia will come under increasing pressure to sever ties to terrorism .",---,23861036
417,3586871_v0.0.0,19840404,1984,04,04,---CVL,,CVL,,IND,IND,,,050,05,1,3.5,,,,,,,,5e42d9d9367baed034345558_48,---,NYT,Most of the Sikh population eventually supported the Indian independence movement led by Mohandas K. Gandhi and the Congress Party .,---,22611147
418,3586872_v0.0.0,19970910,1997,09,10,---GOV,,GOV,,---GOV,,GOV,,100,10,3,-5.0,"TERROR,1",,,,,,,5e42d9d9367baed034345598_24,---,NYT,"A four-page document distributed by the Prime Minister 's office listed 10 security demands the Government is making to the Palestinian Authority , citing remarks by Ms. Albright urging strong anti terrorist action .",---,23547196
419,3586873_v0.0.0,20040506,2004,05,06,---MIL,,MIL,,IRQOCCPPL,IRQ,,OCC;PPL,192,19,4,-9.5,,32.61603,44.02488,Karbala,Muá¸©ÄfazÌ§at KarbalÄâ,IRQ,,5e42d9d9367baed0343455df_8,---,NYT,"Soldiers killed at least 10 Iraqi fighters and captured 20 people in the first attack in Karbala , said Lieutenant colonel Gary Bishop of the First Armored Division .",---,23971704
420,3586874_v0.0.0,20000118,2000,01,18,USAGOVLEG,USA,GOV,LEG,VNM,VNM,,,141,14,4,-6.5,,40.41199,-90.8393,Tennessee,Illinois,USA,,5e42d9d9367baed0343455ae_8,---,NYT,"She praised him for denouncing the Confederate battle flag , which flies over the capitol of neighboring South Carolina , and recalled that his father , the late Al Gore Sr. , a longtime senator from Tennessee , had opposed the poll tax and the Vietnam War .",---,23724368
421,3586875_v0.0.0,19871122,1987,11,22,KORELICVL,KOR,,ELI;CVL,KORELI,KOR,,ELI,180,18,4,-9.0,,,,,,,,5e42d9d9367baed034345575_31,---,NYT,"But at the back of the crowd , Kim Dae Jung supporters scuffled with Kim Young Sam followers , and several punches were thrown .",---,22831979
422,3586876_v0.0.0,19871113,1987,11,13,---GOVCOP,,GOV,COP,---PPL,,,PPL,138,13,3,-7.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed034345576_5,---,NYT,"Warning by Government The incidents prompted a warning from the Government tonight that it would seek the death penalty for anyone convicted of bomb-throwing or arson , and that from now on the police would shoot such people on sight .",---,22833705
423,3586877_v0.0.0,19850328,1985,03,28,---COP,,COP,,---CIVOPP,,,CIV;OPP,010,01,0,0.0,"SECURITY_SERVICES,3",,,,,,,5e42d9d9367baed03434555e_16,---,NYT,"The first police account said a hostile crowd of up to 4,000 black protesters attacked a lone armored police vehicle , forcing the police to fire back in self defense .",---,22675791
424,3586878_v0.0.0,20060118,2006,01,18,---REB,,REB,,IRQOCC,IRQ,,OCC,190,19,4,-10.0,,35.46806,44.39222,Kirkuk,Muá¸©ÄfazÌ§at KirkÅ«k,IRQ,,5e42d9d9367baed0343455ec_24,---,NYT,"In Kirkuk , in the north , insurgents attacked the local office of Iraq 's public integrity commission , killing one guard and wounding another .",---,24022493
425,3586879_v0.0.0,20011230,2001,12,30,---MIL,,MIL,,IMGMUSALQ,IMG,,MUS;ALQ,100,10,3,-5.0,"NAMED_TERROR_GROUP,1",33.0,66.0,Islamic Republic of Afghanistan,,AFG,,5e42d9d9367baed0343455bc_205,---,NYT,Military planners insisted that an attack on Al Qaeda required thousands of troops invading Afghanistan .,---,23810040
426,3586880_v0.0.0,19970305,1997,03,05,USAGOV,USA,GOV,,USAGOVLEG,USA,GOV,LEG,051,05,1,3.4,,,,,,,,5e42d9d9367baed03434559c_12,---,NYT,"President Clinton praised the Senate action , issuing a statement saying that the amendment `` could have caused or worsened recessions , permitted a minority of legislators to hold the nation 's creditworthiness hostage , involved unelected judges in spending and tax policy , and threatened Social Security and other vital benefits . ''",---,23576016
427,3586881_v0.0.0,20041216,2004,12,16,AFG,AFG,,,---MUS,,,MUS,190,19,4,-10.0,,33.0,66.0,Islamic Republic of Afghanistan,,AFG,,5e42d9d9367baed0343455e3_9,---,NYT,"`` I am angered that the enemies of Afghanistan have killed a brother and fellow Muslim in pursuit of their goal of disrupting reconstruction in Afghanistan , '' he said in a statement released by his office .",---,23986191
428,3586882_v0.0.0,19990805,1999,08,05,USAMIL,USA,MIL,,USA,USA,,,112,11,3,-2.0,,39.76,-98.5,United States,,USA,,5e42d9d9367baed0343455a8_3,---,NYT,United States military officials said American planes struck at four antiaircraft artillery sites after coming under fire .,---,23684648
429,3586883_v0.0.0,19990805,1999,08,05,GBR,GBR,,,GBR,GBR,,,172,17,4,-5.0,,51.5,10.5,Federal Republic of Germany,,DEU,,5e42d9d9367baed0343455a8_21,---,NYT,"Celestine Bohlen -LRB- NYT -RRB- GERMANY : NO BRITISH BEEF -- Germany said it would continue to ban sales of beef imported from Britain because of fears of Creutzfeld-Jakob , or `` mad cow '' disease , despite the European Union 's decision to lift an embargo imposed in 1996 .",---,23684648
430,3586884_v0.0.0,20030707,2003,07,07,PSE,PSE,,,PSEMIL,PSE,MIL,,100,10,3,-5.0,,-28.23078,28.30707,Bethlehem,,ZAF,,5e42d9d9367baed0343455d8_15,---,NYT,The Palestinians are demanding more Israeli troop withdrawals from West Bank towns after the pullout last week from Bethlehem and much of the Gaza Strip .,---,23941399
431,3586885_v0.0.0,19960926,1996,09,26,ISRGOV,ISR,GOV,,---LEGGOV,,,LEG;GOV,110,11,3,-2.0,,,,,,,,5e42d9d9367baed034345593_4,---,NYT,"By coincidence , it came on the 100th day since Prime Minister Benjamin Netanyahu was sworn in at the head of a right wing coalition Government , and the question it raised was whether the peace effort would now disintegrate in a spiral of violence .",---,23498517
432,3586886_v0.0.0,20020329,2002,03,29,SYRGOV,SYR,GOV,,ISRGOV,ISR,GOV,,032,03,1,4.5,,35.0,38.0,Syrian Arab Republic,,SYR,,5e42d9d9367baed0343455d2_33,---,NYT,"President Bashir al-Assad of Syria , a bitter opponent of Israel , predicted that the initiative `` will certainly confirm the desire of the Arabs to make peace and prove to the world that the Israelis are the ones who do not want peace . ''",---,23890419
433,3586887_v0.0.0,19871113,1987,11,13,---OPP,,OPP,,---GOV,,GOV,,1712,17,4,-9.2,,,,,,,,5e42d9d9367baed034345576_4,---,NYT,"In these places , protesters damaged dozens of buses and set afire or destroyed several Government buildings , according to news reports here .",---,22833705
434,3586888_v0.0.0,20040506,2004,05,06,---MIL,,MIL,,USA,USA,,,040,04,1,1.0,,33.34058,44.40088,Baghdad,,IRQ,,5e42d9d9367baed0343455df_26,---,NYT,"Col. Peter Mansoor of the First Armored Division , which moved into this region from Baghdad after its tour was extended , said city leaders met with American officers on Sunday and `` made it very clear they do not want this to look like Falluja . ''",---,23971704
435,3586889_v0.0.0,19840404,1984,04,04,---MIL,,MIL,,IND,IND,,,010,01,0,0.0,"TERROR,1",28.63576,77.22445,New Delhi,National Capital Territory of Delhi,IND,,5e42d9d9367baed034345558_9,---,NYT,"The Dishmish Regiment also said that it was responsible for the killing on Monday of Harbans Lal Khanna , the leader of the pro-Hindu Bharatiya Janata Party , as well as for the slaying in New Delhi on March 28 of a moderate Sikh leader who had been considered an enemy of the terrorists .",---,22611147
436,3586890_v0.0.0,19981017,1998,10,17,---JEWCVL,,,JEW;CVL,PSE,PSE,,,144,14,4,-7.5,"SECURITY_SERVICES,1",31.66667,35.25,West Bank,West Bank,PSE,,5e42d9d9367baed03434559d_0,---,NYT,"Jewish settlers blocked a West Bank highway today and burned tires , saying the Palestinian police had detained , beaten and shot at two of their security guards .",---,23600901
437,3586891_v0.0.0,20010720,2001,07,20,JPN,JPN,,,USA,USA,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
438,3586892_v0.0.0,20010720,2001,07,20,CAN,CAN,,,GBR,GBR,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
439,3586893_v0.0.0,19960729,1996,07,29,---LAB,,,LAB,ARG,ARG,,,140,14,4,-6.5,,-34.0,-64.0,Argentine Republic,,ARG,,5e42d9d9367baed034345594_38,---,NYT,"<umient> <uopts> <ety> 39 </ety> <enum> 0 </enum> </uopts> <abstext> Transportation workers protesting Argentina 's economic reforms , which have restored stability but neglected social programs .",---,23505752
440,3586894_v0.0.0,20040408,2004,04,08,IRQOCCCVLREB,IRQ,,OCC;CVL;REB,MED,,,,173,17,4,-5.0,,33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455eb_46,---,NYT,Two journalists working for The New York Times and two of their Iraqi staff were detained by insurgents in a small town outside Baghdad for three hours on Wednesday .,---,24011196
441,3586895_v0.0.0,20040408,2004,04,08,IRQOCCHLH,IRQ,,OCC;HLH,IRQOCCCVL,IRQ,,OCC;CVL,015,01,0,0.0,"SECURITY_SERVICES,1",33.34058,44.40088,Baghdad,,IRQ,,5e42d9d9367baed0343455eb_52,---,NYT,"Iraqi hospital officials said Wednesday that 46 Iraqi civilians had been killed during fierce firefights since Sunday in the Baghdad neighborhood of Sadr City , where fighting has raged mostly at night between American forces and Mr. Sadr 's Mahdi Army after it tried to take control of police stations .",---,24011196
442,3586896_v0.0.0,20040211,2004,02,11,IRQOCC,IRQ,,OCC,---COP,,COP,,100,10,3,-5.0,"SECURITY_SERVICES,1",33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455e0_55,---,NYT,"Baghdad alone needs 10,000 more police officers , because the 9,000 in the city now are not enough , said Brig. Gen. Mark Hertling , a commander with the First Armored Division .",---,23971884
443,3586897_v0.0.0,20011230,2001,12,30,---SPY,,SPY,,IMGMUSALQ,IMG,,MUS;ALQ,060,06,2,6.0,"NAMED_TERROR_GROUP,1",,,,,,,5e42d9d9367baed0343455bc_269,---,NYT,"Intelligence analysts linked the bombing to Al Qaeda , but at a series of Cabinet-level meetings , Mr. Tenet of the C.I.A. and senior F.B.I. officials said the case was not conclusive .",---,23810040
444,3586898_v0.0.0,19880208,1988,02,08,---COP,,COP,,---COP,,COP,,040,04,1,1.0,,,,,,,,5e42d9d9367baed03434557b_57,---,NYT,Sheriff Stone said he hears general criticisms but is met with silence when asked for specific complaints .,---,22900810
445,3586899_v0.0.0,20040516,2004,05,16,MAR,MAR,,,JORUAF,JOR,,UAF,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455e9_67,---,NYT,"The proof , the Moroccan officials said at the time , was a bank transfer to the group of between $ 50,000 and $ 70,000 from Abu Musab al-Zarqawi , the Jordanian militant .",---,24007052
446,3586900_v0.0.0,20020329,2002,03,29,ISRGOV,ISR,GOV,,PSE,PSE,,,124,12,3,-5.0,"TERROR,1",31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455d2_22,---,NYT,"Prime Minister Ariel Sharon of Israel has said that he will not negotiate over Palestinians ' national grievances under fire , because to do so would be to reward terrorism .",---,23890419
447,3586901_v0.0.0,20050414,2005,04,14,---UAF,,,UAF,---GOV,,GOV,,190,19,4,-10.0,,33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455f4_40,---,NYT,"In southern Baghdad , gunmen fired on a car carrying a high-ranking Interior Ministry official , leaving him and his driver critically wounded , ministry officials said .",---,24040666
448,3586902_v0.0.0,19900206,1990,02,06,---CHRPTY,,,CHR;PTY,---CHRPTY,,,CHR;PTY,030,03,1,4.0,"ID_DEMOCRACY,2",,,,,,,5e42d9d9367baed034345586_19,---,NYT,But the Christian Democratic Union and Social Democratic Party promptly announced that they did not consider the decision binding and would disregard it .,---,23025062
449,3586903_v0.0.0,20010720,2001,07,20,CAN,CAN,,,JPN,JPN,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
450,3586904_v0.0.0,19990803,1999,08,03,IGOUNO,IGO,,UNO,TMPOCCCVL,TMP,,OCC;CVL,010,01,0,0.0,"ELECTION,1",-8.83333,125.75,Democratic Republic of Timor-Leste,,TLS,,5e42d9d9367baed0343455a2_6,---,NYT,"Seth Mydans -LRB- NYT -RRB- INDONESIA : GOOD MARKS FOR TIMOR REGISTRATION -- With three days remaining in the process , the United Nations declared voter registration a success in the disputed territory of East Timor .",---,23663552
451,3586905_v0.0.0,19871113,1987,11,13,---MED,,MED,,MED,,,,010,01,0,0.0,,,,,,,,5e42d9d9367baed034345576_15,---,NYT,Journalists said they saw civilians killed and the Reuters news agency said it had pictures of two civilians who were dead .,---,22833705
452,3586906_v0.0.0,19841123,1984,11,23,---COPCVL,,COP,CVL,ESPREB,ESP,REB,,190,19,4,-10.0,"LABOR_STRIKE,1;RETALIATION,1;SECURITY_SERVICES,1",40.0,-4.0,Kingdom of Spain,,ESP,,5e42d9d9367baed03434555a_0,---,NYT,"Policemen and small groups of youths clashed throughout Spain 's Basque country today during a general strike over Tuesday 's killing of a separatist leader , which E.T.A. guerrillas avenged by wounding a general .",---,22630385
453,3586907_v0.0.0,20020620,2002,06,20,ISRCVLEDU,ISR,CVL,EDU,ISRCVLEDU,ISR,CVL,EDU,180,18,4,-9.0,"STUDENTS,1",,,,,,,5e42d9d9367baed0343455bf_15,---,NYT,"`` It hurts me inside , but I can not say anything , '' said Mahmud Kabaha , 25 , a relative of the slain student from the Israeli Arab side of the village .",---,23849693
454,3586908_v0.0.0,20040601,2004,06,01,---MUS,,,MUS,PAKPPL,PAK,,PPL,190,19,4,-10.0,,30.0,70.0,Islamic Republic of Pakistan,,PAK,,5e42d9d9367baed0343455e8_19,---,NYT,"Violence between Sunnis and Shiites has killed more than 1 , 200 people in Pakistan in the past 15 years .",---,24006322
455,3586909_v0.0.0,20010720,2001,07,20,GBR,GBR,,,DEU,DEU,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
456,3586910_v0.0.0,19840618,1984,06,18,---MED,,MED,,IND,IND,,,060,06,2,6.0,,19.07283,72.88261,Mumbai,,IND,,5e42d9d9367baed034345556_17,---,NYT,"Large Protests in Several States The press agency also reported large protests in the states of Kashmir , Madhya Pradesh , Karnataka , Bombay and Uttar Pradesh , but gave no estimates of the number of protesters involved .",---,22601211
457,3586911_v0.0.0,20051030,2005,10,30,---REB,,REB,,USAMIL,USA,MIL,,190,19,4,-10.0,,,,,,,,5e42d9d9367baed0343455fd_8,---,NYT,Eight American soldiers have been killed by insurgents in the last three days .,---,24069309
458,3586912_v0.0.0,20020203,2002,02,03,---COPGOV,,COP,GOV,---OPP,,OPP,,190,19,4,-10.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455d3_56,---,NYT,"At Grand Central Terminal , a group of about 200 protesters entered the station just after 7 p.m. and were surrounded by dozens of uniformed police officers , many of them from the Metropolitan Transportation Authority .",---,23897044
459,3586913_v0.0.0,19840625,1984,06,25,---COP,,COP,,---PPL,,,PPL,173,17,4,-5.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed034345557_4,---,NYT,The police said 35 people had been arrested .,---,22605061
460,3586914_v0.0.0,20011230,2001,12,30,USAGOVGOVMIL,USA,GOV,GOV;MIL,---GOV,,GOV,,030,03,1,4.0,,,,,,,,5e42d9d9367baed0343455bc_293,---,NYT,"President Bush 's national security advisors approved the plan on Sept. 4 , a senior administration official said , and it was to be presented to the president on Sept. 10 .",---,23810040
461,3586915_v0.0.0,20040506,2004,05,06,USAMIL,USA,MIL,,---REB,,REB,,190,19,4,-10.0,"LABOR_STRIKE,1",31.99289,44.92552,Ad DÄ«wÄnÄ«yah,Muá¸©ÄfazÌ§at al QÄdisÄ«yah,IRQ,,5e42d9d9367baed0343455df_0,---,NYT,"The American military has begun its first major assault against Shiite insurgents , striking at their enclaves here and in Diwaniya in an effort to regain control in southern Iraq .",---,23971704
462,3586916_v0.0.0,20040601,2004,06,01,PAK,PAK,,,---MUS,,,MUS,190,19,4,-10.0,,24.9056,67.0822,Karachi,Sindh,PAK,,5e42d9d9367baed0343455e8_17,---,NYT,"The sectarian violence in Karachi has followed a distinct pattern , with Sunni leaders singled out individually for attack while Shiite mosques have been hit by bombings .",---,24006322
463,3586917_v0.0.0,20020708,2002,07,08,PSE,PSE,,,---MIL,,MIL,,015,01,0,0.0,,,,,,,,5e42d9d9367baed0343455c2_20,---,NYT,"Palestinians say they are being injured and killed in larger numbers , in the course of resisting an overwhelming military occupation .",---,23851804
464,3586918_v0.0.0,20020708,2002,07,08,---PPL,,,PPL,---PPL,,,PPL,010,01,0,0.0,"SUICIDE_ATTACK,1",,,,,,,5e42d9d9367baed0343455c2_62,---,NYT,"A charming young man with bleached blonde hair said , `` Goodbye , and I will not see you later , '' and blew himself up .",---,23851804
465,3586919_v0.0.0,19860524,1986,05,24,---GOV,,GOV,,FRA,FRA,,,010,01,0,0.0,,32.0,53.0,Islamic Republic of Iran,,IRN,,5e42d9d9367baed034345570_12,---,NYT,"Prime Minister Chirac , speaking at a luncheon Thursday , declared that France `` is ready to normalize relations '' with Iran .",---,22796662
466,3586920_v0.0.0,20021201,2002,12,01,ISR,ISR,,,IRN,IRN,,,020,02,0,3.0,"TERROR,1",35.0,38.0,Syrian Arab Republic,,SYR,,5e42d9d9367baed0343455c6_39,---,NYT,"Israel 's security establishment is betting that if Mr. Hussein falls from power , Syria , Iran and Saudi Arabia will come under increasing pressure to sever ties to terrorism .",---,23861036
